Suburb,Rooms,Type,Price,Method,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,Sale_Year,Sale_Month
Other,3,h,490000.0,SP,Raine,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council,2018,10
Heidelberg,2,u,600000.0,VB,Miles,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,2018,4
Coburg,3,h,1631000.0,S,hockingstuart,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2017,11
Ivanhoe,2,h,960000.0,S,Jellis,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,2018,3
Doncaster East,3,h,1423000.0,S,Ray,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,2017,7
Thornbury,3,h,845000.0,SP,Jellis,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2018,3
Oak Park,3,h,725000.0,SP,Nelson,3046,Northern Metropolitan,2651,11.2,Moreland City Council,2017,9
Glen Iris,3,t,1000000.0,PI,Noel,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,2018,2
Mitcham,3,h,680000.0,S,hockingstuart,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,2016,5
Brunswick,2,h,700000.0,PI,Jellis,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,9
Balwyn North,4,h,2300000.0,PI,Noel,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,2016,6
Ringwood,2,u,667500.0,S,Noel,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,2018,7
Balwyn,2,u,550000.0,SP,Noel,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,2016,12
Maribyrnong,3,h,801000.0,S,hockingstuart,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2017,4
Epping,3,h,602000.0,S,Love,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2018,4
Coburg North,3,h,1100000.0,PI,YPA,3058,Northern Metropolitan,3445,6.7,Darebin City Council,2017,12
Yarraville,2,u,640000.0,PI,hockingstuart,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2016,9
Other,2,h,875000.0,SP,Greg,3202,South-Eastern Metropolitan,1048,18.7,Kingston City Council,2017,6
South Yarra,2,h,2325000.0,S,RT,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2016,11
Reservoir,1,u,216000.0,S,Brad,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,9
Seaford,2,h,650000.0,SP,Other,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,2016,11
Reservoir,3,h,750000.0,SP,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,3
Glen Waverley,5,h,815000.0,S,Barry,3150,Eastern Metropolitan,15321,16.7,Monash City Council,2018,3
Frankston South,4,h,750000.0,S,LJ,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,2017,10
Balwyn,3,h,1770000.0,S,Marshall,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,2018,9
Kensington,3,t,855000.0,S,Nelson,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,2017,6
Bundoora,3,h,732000.0,S,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,2018,3
Mill Park,3,h,565000.0,S,Ray,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2016,9
Port Melbourne,3,h,1635000.0,PI,Marshall,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,2017,9
Epping,3,h,676000.0,S,HAR,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2018,2
Other,3,h,876000.0,S,Greg,3202,South-Eastern Metropolitan,1048,18.7,Kingston City Council,2018,2
Coburg North,3,t,900000.0,S,Raine,3058,Northern Metropolitan,3445,6.7,Darebin City Council,2018,6
Other,4,h,530000.0,S,Other,3177,South-Eastern Metropolitan,845,28.8,Casey City Council,2016,6
Yarraville,3,h,1217500.0,PI,Greg,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2016,10
Yarraville,4,h,1480000.0,PI,Jas,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2018,2
Clayton South,3,t,821000.0,S,Other,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,2016,9
Craigieburn,4,h,600000.0,S,Ray,3064,Northern Metropolitan,15510,20.6,Hume City Council,2018,10
Glen Waverley,6,h,1500000.0,S,Barry,3150,Eastern Metropolitan,15321,16.7,Monash City Council,2017,4
Maribyrnong,3,h,1780000.0,S,Nelson,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2017,10
Thornbury,3,h,1121000.0,S,Jellis,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2018,9
Bentleigh East,3,h,1225000.0,PI,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2018,9
Williamstown,3,h,1482500.0,S,Sweeney,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council,2016,6
Seddon,4,h,1455000.0,SP,Jas,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council,2016,11
Coburg,4,h,955000.0,S,Nelson,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2016,12
Other,3,h,845000.0,S,Ray,3134,Eastern Metropolitan,3619,19.9,Manningham City Council,2017,11
Northcote,4,h,2420000.0,S,Jellis,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2018,6
Templestowe Lower,3,h,1300000.0,S,Barry,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,2017,11
Glen Waverley,3,h,1100000.0,SP,Buxton,3150,Eastern Metropolitan,15321,16.7,Monash City Council,2017,5
Maidstone,3,h,775000.0,PI,Barry,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council,2018,8
Essendon,1,u,310000.0,SP,Other,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2017,7
Armadale,3,h,1740000.0,S,hockingstuart,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,2018,3
Frankston,2,u,490000.0,S,hockingstuart,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2018,2
Pascoe Vale,3,h,835000.0,PI,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2016,11
Malvern East,4,h,2830000.0,S,Jellis,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2017,12
Caulfield South,4,t,1500000.0,VB,Gary,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council,2018,8
Glenroy,3,t,720000.0,S,Eview,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2018,2
Brunswick East,2,h,1190000.0,S,Nelson,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2018,2
Bundoora,3,h,772000.0,SP,Ray,3083,Northern Metropolitan,10175,12.1,Banyule City Council,2018,10
Dandenong North,5,h,1075000.0,S,Other,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,2018,3
Ringwood,3,h,960000.0,S,Fletchers,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,2017,4
Pascoe Vale,4,t,665000.0,SP,Other,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2016,7
Lalor,3,h,640000.0,S,Ray,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,2017,12
Maribyrnong,2,t,431000.0,S,Raine,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2017,4
Richmond,1,u,280000.0,VB,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2016,7
Other,4,h,835000.0,S,Ray,3179,Eastern Metropolitan,2206,22.2,Knox City Council,2016,12
Other,3,h,712000.0,S,Ray,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council,2017,5
Other,4,h,1106000.0,S,Noel,3180,Eastern Metropolitan,2949,23.3,Knox City Council,2017,4
Glen Waverley,3,h,1510000.0,S,Harcourts,3150,Eastern Metropolitan,15321,16.7,Monash City Council,2017,4
Carnegie,2,u,470000.0,S,Woodards,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2018,5
McKinnon,3,h,1600000.0,S,Buxton,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,2017,11
Hampton,2,h,1165000.0,PI,Marshall,3188,Southern Metropolitan,5454,13.8,Bayside City Council,2018,8
Brunswick,2,u,682000.0,S,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,2
Greensborough,3,t,920000.0,S,Darren,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2017,12
Montmorency,3,h,970000.0,S,Buckingham,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,2017,9
Avondale Heights,3,h,550000.0,S,Nelson,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,2018,5
Camberwell,5,h,2800000.0,SP,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2016,6
Bentleigh,4,h,1545000.0,SP,Hodges,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2016,7
Bentleigh East,2,h,1430000.0,S,Jellis,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2018,2
Other,2,h,735500.0,S,Barry,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council,2018,3
Cheltenham,3,t,1055000.0,SP,Greg,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2018,6
Highett,2,u,590000.0,VB,Other,3190,Southern Metropolitan,4794,16.0,Bayside City Council,2017,12
West Footscray,2,h,415000.0,S,Sweeney,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,2016,9
Frankston South,4,h,1400000.0,SP,Other,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,2017,5
Malvern East,2,u,795000.0,S,Ray,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2018,8
Clayton,5,h,950000.0,VB,Other,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,2016,6
Avondale Heights,4,h,1030000.0,PI,Barry,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,2017,11
Preston,4,h,1050000.0,S,RW,3072,Northern Metropolitan,14577,8.4,Darebin City Council,2017,11
Heathmont,4,h,1200000.0,PI,Barry,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council,2018,6
Kew,4,h,2810000.0,S,Marshall,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,2018,3
Reservoir,3,h,900000.0,S,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2017,9
Brunswick,2,h,880000.0,VB,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,8
Footscray,2,u,395000.0,SP,Greg,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,2016,5
Preston,3,h,1081000.0,S,RW,3072,Northern Metropolitan,14577,8.4,Darebin City Council,2017,12
Ivanhoe,4,t,985000.0,VB,Jellis,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,2017,7
Other,4,h,820000.0,VB,Barry,3049,Northern Metropolitan,1130,16.5,Hume City Council,2017,12
Other,3,h,1580000.0,S,Barry,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council,2016,6
Other,3,t,633800.0,S,Barry,3166,Southern Metropolitan,2547,12.3,Monash City Council,2017,3
Wyndham Vale,3,h,400000.0,SP,Barry,3024,Western Metropolitan,5262,27.2,Wyndham City Council,2017,12
Thornbury,2,h,800000.0,S,McGrath,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2017,9
Strathmore,4,h,1480000.0,PI,Other,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council,2018,2
Hampton East,3,h,1347000.0,SP,Buxton,3188,Southern Metropolitan,2356,13.8,Bayside City Council,2017,12
Mount Waverley,3,h,1651000.0,S,Jellis,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2017,10
Glen Iris,2,u,652500.0,S,hockingstuart,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,2017,9
Cheltenham,3,h,1015000.0,S,Buxton,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2017,9
Altona,2,u,580000.0,PI,Biggin,3018,Western Metropolitan,5301,11.0,Hobsons Bay City Council,2016,7
Thomastown,3,h,720000.0,S,hockingstuart,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2017,10
Other,3,h,389000.0,S,O'Brien,3337,Northern Victoria,3553,31.7,Melton City Council,2017,10
Boronia,3,h,701000.0,S,Ray,3155,Eastern Metropolitan,9704,25.0,Knox City Council,2017,9
Brunswick East,2,u,615000.0,SP,hockingstuart,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2017,7
Balwyn,3,u,1300000.0,S,Noel,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,2017,5
Richmond,3,h,1400000.0,PI,hockingstuart,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2016,11
Other,3,u,730000.0,SP,Buxton,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council,2017,12
Hawthorn East,2,u,550000.0,PI,Noel,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,2016,11
Templestowe Lower,5,h,1050000.0,PI,Barry,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,2017,3
Ringwood,4,h,1185000.0,S,Fletchers,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,2017,11
St Albans,3,h,670000.0,SP,hockingstuart,3021,Western Metropolitan,14042,14.0,Brimbank City Council,2018,3
Hoppers Crossing,3,h,440000.0,S,Other,3029,Western Metropolitan,13830,18.4,Wyndham City Council,2017,7
Reservoir,2,u,640000.0,SP,hockingstuart,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,8
Other,4,h,830000.0,SP,Barry,3180,Eastern Metropolitan,2949,23.3,Knox City Council,2018,3
Fairfield,4,h,2000000.0,VB,Nelson,3078,Northern Metropolitan,2970,5.7,Darebin City Council,2016,5
Seaford,2,h,485000.0,PI,Hodges,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,2016,5
Other,3,h,445000.0,SP,Raine,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council,2017,4
Other,3,h,805000.0,S,Other,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council,2016,12
Fitzroy North,3,h,1480000.0,S,Nelson,3068,Northern Metropolitan,6244,3.6,Moreland City Council,2018,5
Brunswick West,2,h,887500.0,S,Ray,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2017,8
Hoppers Crossing,4,h,746000.0,S,Ray,3029,Western Metropolitan,13830,18.4,Wyndham City Council,2018,3
Sunshine North,4,h,640000.0,S,Barry,3020,Western Metropolitan,4217,10.5,Brimbank City Council,2016,11
Burwood East,4,h,1580000.0,S,Ray,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,2016,7
Mernda,2,u,245000.0,S,Ray,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,2017,2
Craigieburn,4,h,600000.0,S,Barry,3064,Northern Metropolitan,15510,20.6,Hume City Council,2017,11
Hawthorn East,3,h,1625000.0,SP,Marshall,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,2016,5
Mill Park,4,h,930000.0,S,Harcourts,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2017,4
Essendon,2,u,650000.0,SP,Frank,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2018,3
Reservoir,4,h,895500.0,S,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,11
Taylors Hill,3,h,507200.0,S,YPA,3037,Western Metropolitan,4242,18.0,Melton City Council,2017,4
Bentleigh East,3,h,921000.0,S,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2016,4
Westmeadows,3,t,550000.0,S,YPA,3049,Northern Metropolitan,2474,16.5,Hume City Council,2017,6
Glenroy,2,h,628000.0,S,RW,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2018,1
South Melbourne,4,h,1850000.0,S,hockingstuart,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council,2017,10
Brighton,2,u,785000.0,S,Hodges,3186,Southern Metropolitan,10579,10.5,Bayside City Council,2018,10
Mount Waverley,3,h,1100000.0,PI,Fletchers,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2016,5
Maribyrnong,2,u,420000.0,SP,Biggin,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2016,5
Wyndham Vale,4,h,455000.0,S,hockingstuart,3024,Western Metropolitan,5262,27.2,Wyndham City Council,2018,4
Oakleigh,3,h,1150000.0,PI,Ray,3166,Southern Metropolitan,3224,12.3,Monash City Council,2018,8
Epping,2,h,452500.0,S,Barry,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2017,5
Coburg North,2,h,692500.0,S,Nelson,3058,Northern Metropolitan,3445,6.7,Darebin City Council,2017,10
Lalor,3,h,587500.0,S,Raine,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,2018,7
Mill Park,3,h,487500.0,S,Other,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2017,11
Templestowe Lower,3,h,1105000.0,S,Philip,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,2016,10
Werribee,4,h,568750.0,S,Greg,3030,Western Metropolitan,16166,14.7,Wyndham City Council,2017,10
Croydon,3,h,590000.0,SP,hockingstuart,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,2016,8
Other,4,h,1291000.0,S,Barry,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council,2017,4
Brighton East,4,h,1840000.0,S,Marshall,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2018,3
Reservoir,2,u,443000.0,S,Ray,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,3
Melton South,3,h,1152000.0,S,Barry,3338,Western Victoria,4718,29.8,Melton City Council,2018,2
Blackburn,3,h,958000.0,S,Woodards,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,2018,9
Thornbury,2,h,972000.0,SP,Woodards,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2017,10
Lalor,3,u,408000.0,S,Harcourts,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,2016,5
Cheltenham,3,h,1295000.0,S,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2017,9
Blackburn South,4,h,1120000.0,SP,Jellis,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,2018,3
Greenvale,3,u,495000.0,SP,Barry,3059,Northern Metropolitan,4864,20.4,Hume City Council,2018,2
West Footscray,2,u,480000.0,SP,Jas,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,2017,6
Epping,3,h,450000.0,S,Harcourts,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2016,11
Viewbank,3,h,1009000.0,S,Jellis,3084,Eastern Metropolitan,2698,8.9,Banyule City Council,2017,9
Other,3,h,611000.0,S,Barry,3047,Northern Metropolitan,851,14.0,Hume City Council,2017,2
Carnegie,1,u,350000.0,SP,Gary,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2018,2
Keilor East,4,h,975000.0,S,Moonee,3033,Western Metropolitan,5629,11.7,Brimbank City Council,2017,12
Ringwood,3,h,850000.0,S,Fletchers,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,2016,10
Malvern East,4,h,2110000.0,PI,hockingstuart,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2016,8
Templestowe,5,h,1450000.0,S,Fletchers,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,2016,2
Yarraville,4,h,1875000.0,S,Village,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2018,6
Hawthorn East,3,u,935000.0,PI,Noel,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,2016,12
Other,3,t,1150000.0,SP,Sweeney,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council,2017,9
Coburg,2,u,460000.0,VB,Brad,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2017,11
Kew East,4,h,2400000.0,VB,Jellis,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,2018,3
Brunswick West,2,h,1150000.0,S,Jellis,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2017,7
Brunswick East,3,h,1679000.0,S,Nelson,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2016,11
Ascot Vale,4,h,1800000.0,PI,Raine,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,2017,12
Broadmeadows,3,h,500000.0,PI,Love,3047,Northern Metropolitan,4294,14.0,Hume City Council,2017,12
Sunshine North,3,h,540000.0,PI,FN,3020,Western Metropolitan,4217,10.5,Brimbank City Council,2016,7
Hoppers Crossing,3,h,545000.0,S,hockingstuart,3029,Western Metropolitan,13830,18.4,Wyndham City Council,2016,11
Box Hill,3,h,975000.0,VB,Noel,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,2018,6
Beaumaris,2,u,620000.0,PI,Hodges,3193,Southern Metropolitan,5366,17.3,Bayside City Council,2018,9
Mill Park,3,h,591000.0,S,Love,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2016,8
Maidstone,3,t,722000.0,S,Biggin,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council,2017,9
Ivanhoe,3,h,970000.0,S,Miles,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,2017,4
Elsternwick,3,t,1683000.0,S,Biggin,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,2017,4
Caulfield South,2,h,905000.0,S,Gary,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council,2016,11
Dandenong,2,t,267600.0,S,Stockdale,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council,2016,5
Pascoe Vale,4,t,810000.0,VB,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2018,3
Other,4,h,821000.0,PI,Sweeney,3023,Western Metropolitan,2674,14.8,Brimbank City Council,2017,6
Bentleigh East,3,h,1160000.0,S,C21,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2018,7
Werribee,3,h,400000.0,S,Other,3030,Western Metropolitan,16166,14.7,Wyndham City Council,2016,9
Wyndham Vale,4,h,650000.0,SA,YPA,3024,Western Metropolitan,5262,27.2,Wyndham City Council,2018,4
Dandenong North,3,h,530000.0,S,Ray,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,2016,6
Kew,3,h,1200000.0,SP,Marshall,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,2016,9
Craigieburn,3,h,542000.0,S,YPA,3064,Northern Metropolitan,15510,20.6,Hume City Council,2018,2
Other,2,u,775000.0,S,Woodards,3163,Southern Metropolitan,2403,10.1,Glen Eira City Council,2018,8
Elwood,3,h,1700000.0,S,Chisholm,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,2016,4
Other,2,u,565000.0,S,hockingstuart,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council,2017,10
Port Melbourne,3,h,1400000.0,VB,Greg,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,2017,11
Brighton East,4,h,1900000.0,S,Marshall,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2017,6
Other,3,h,1100000.0,S,Woodards,3166,Southern Metropolitan,2547,12.3,Monash City Council,2016,11
Tarneit,3,h,536250.0,SP,YPA,3029,Western Metropolitan,10160,18.4,Wyndham City Council,2017,9
